ID,Age,Experience,Income,ZIP Code,Family,h1,h2,h3,h4
3922,30,6,48,95812,1,14028,20849,23890,72185
3923,31,4,20,95616,4,12561,20511,37158,42998
3924,41,15,91,90502,1,13475,24750,35164,43997
3925,61,37,122,94609,2,10602,20124,39990,19509
3926,42,18,22,90717,1,11431,21953,28048,15327
3927,48,23,43,94301,2,14454,13721,42225,54837
3928,59,34,38,90291,4,10180,20937,21245,42933
3929,57,33,61,92115,3,13559,23782,33246,7448
3930,37,13,33,91773,4,11620,20969,42193,11787
3931,53,27,145,95605,1,11928,20869,25617,46852
3932,53,27,170,95003,1,11110,16936,43901,63307
3933,26,2,55,94305,3,12759,22055,17376,50266
3934,39,14,40,91302,1,14632,16404,18702,7869
3935,35,11,68,94923,2,14875,16865,38271,36873
3936,59,33,53,90034,3,14733,19087,42131,22241
3937,43,18,63,95616,3,10603,15764,41858,60923
3938,39,15,123,91604,2,10067,15266,16211,3516
3939,49,24,13,95929,2,12892,22903,43832,11372
3940,47,23,12,92110,4,11292,16962,29288,67212
3941,41,17,53,93727,2,14901,24054,40825,26396
3942,57,33,79,94588,1,11513,14065,37725,62892
3943,42,17,89,90095,1,11522,14998,39027,46217
3944,61,36,188,91360,1,14472,24537,27563,38082
3945,56,26,62,91320,3,11116,21189,28559,33186
3946,29,3,123,92821,3,14067,20950,17551,44425
3947,25,-1,40,93117,3,14009,22061,21660,19270
3948,32,8,119,94710,4,11224,16349,30800,14060
3949,37,12,123,94304,4,14607,16091,37392,60277
3950,31,5,23,93407,1,11505,23394,16624,15305
3951,38,14,62,94143,1,11414,24440,36537,28690
3952,40,14,69,92870,3,10192,24683,28191,28074
3953,61,36,124,94611,2,12207,19460,31827,39053
3954,50,26,52,93555,4,11045,19397,33703,46773
3955,32,7,134,93108,2,13458,16575,43706,9237
3956,62,36,58,94501,1,10895,15797,32146,60476
3957,62,37,45,90033,3,13089,23594,24822,30314
3958,40,15,75,95449,4,11954,23766,28847,52337
3959,59,34,23,90009,4,10232,20809,37344,47437
3960,43,19,123,91107,3,12104,14093,20572,24269
3961,62,37,48,92028,3,10109,14670,28786,20566
3962,48,22,145,95482,1,14765,22233,38940,6260
3963,29,5,31,93014,1,11034,20976,42426,7547
3964,58,32,38,93106,3,13663,17754,22009,4889
3965,43,18,78,94025,4,14971,21438,35716,25614
3966,39,15,94,91941,2,10214,24969,32416,4381
3967,33,7,84,95051,1,10904,24235,43971,39017
3968,40,15,22,94306,1,11336,22906,31974,39200
3969,28,3,78,93108,4,13382,15309,20250,66643
3970,38,11,75,94305,3,11583,17353,21198,15946
3971,65,40,71,95060,3,13113,20104,26188,17318
3972,35,11,24,95616,1,14126,20675,27039,53167
3973,29,5,112,94998,2,10082,14967,28953,67464
3974,61,35,53,90064,1,10549,19836,31173,26256
3975,46,21,41,94305,1,11766,24371,27732,38973
3976,50,23,25,91330,1,12920,15177,33546,20701
3977,60,33,42,90277,4,13011,13521,21273,71450
3978,54,27,51,94309,3,10258,12701,43896,47955
3979,43,18,19,92325,2,12868,22446,44498,15454
3980,38,14,90,93010,2,13237,17924,43023,59832
3981,46,22,89,92866,4,11126,13266,32335,15324
3982,64,39,22,92691,3,14865,18148,43982,26303
3983,24,0,119,94566,1,14727,24412,28027,67180
3984,39,13,93,93555,4,13323,17998,18177,46842
3985,34,8,18,95741,4,11407,21982,42587,46951
3986,65,40,32,90095,1,12405,23748,15965,23230
3987,38,14,182,92152,3,14288,24753,44004,17899
3988,62,36,19,95833,2,11829,19939,33502,71566
3989,59,35,85,91330,1,12303,23056,30263,3094
3990,49,25,90,92709,4,12497,15588,16160,3877
3991,57,32,59,95014,2,10081,23855,19184,41431
3992,64,38,84,94571,1,11835,20267,37791,7921
3993,47,22,95,93311,2,13510,17071,37694,30747
3994,30,6,13,93555,3,12013,16250,30834,55187
3995,42,18,88,92675,4,14770,15546,41771,46950
3996,53,28,34,92697,2,10019,21385,24999,15229
3997,50,24,11,94501,4,10262,19718,32158,29587
3998,62,38,80,94545,4,10602,17107,21250,66425
3999,34,10,41,94102,1,10891,12909,19252,33338
4000,47,21,90,90245,2,11403,20679,41128,70630
4001,62,37,93,93003,3,14472,15150,33757,70940
4002,61,35,81,94709,4,13624,18990,18358,46281
4003,59,34,60,94015,2,12322,23206,17177,70032
4004,47,21,39,92612,3,11160,13143,40369,15833
4005,65,39,22,92507,3,14952,17559,27191,27730
4006,56,32,32,95827,2,12853,24730,17124,2930
4007,56,32,28,92130,1,11086,17108,37550,38731
4008,31,7,35,91745,2,10693,20090,39024,47572
4009,61,31,154,94555,3,14642,24372,22789,62855
4010,42,18,189,91605,2,10067,24300,27700,9583
4011,44,19,40,94618,4,14675,17489,22657,69940
4012,47,21,88,94304,2,10295,17127,32194,20460
4013,30,6,124,91320,2,14233,14559,39789,15197
4014,62,38,23,91304,2,10490,15421,20812,48702
4015,56,32,23,94720,4,12704,21224,25638,47891
4016,25,-1,139,93106,2,10483,19051,39994,18511
4017,53,28,173,91614,4,13835,17581,23048,28127
4018,26,0,42,92009,4,11880,22339,17911,40641
4019,59,35,161,94301,1,13809,13942,17907,62165
4020,62,36,28,95020,3,13301,12507,44498,32309
4021,58,32,191,93943,4,12355,14968,35726,19717
4022,40,14,42,90638,2,10956,12789,39783,72000
4023,35,5,81,94234,4,13925,17315,33261,59050
4024,51,25,175,90089,3,13669,21924,32355,72775
4025,41,15,82,94720,3,13093,24992,19882,67237
4026,51,27,53,94114,1,11779,18185,16946,42950
4027,27,1,142,92038,3,10723,21287,31044,38098
4028,46,21,42,93727,4,14167,12600,41924,29617
4029,46,20,64,94117,4,13623,23762,26013,70511
4030,31,5,90,94301,2,10615,21990,19313,13751
4031,58,32,44,92354,1,10811,24765,40669,59253
4032,42,18,29,91320,1,14480,14615,30978,32924
4033,59,35,93,94301,2,13422,23441,33680,32217
4034,54,24,69,93117,3,13830,21438,42140,53580
4035,35,11,82,94022,2,11438,24997,18546,48459
4036,34,9,180,93955,2,14088,17254,32923,39882
4037,46,21,13,93117,2,13880,22557,44660,57875
4038,52,28,72,91335,1,14335,12856,43442,7099
4039,55,30,54,91367,3,11908,20856,37629,14748
4040,34,9,104,92152,1,13697,23615,37129,37903
4041,57,32,44,90266,2,12218,14656,38928,71917
4042,45,19,40,95060,1,13177,13659,38092,3534
4043,29,3,190,92612,2,11547,15913,42248,6990
4044,49,23,64,94588,4,12329,18721,29338,60385
4045,36,11,9,90266,2,13628,14741,37750,6097
4046,57,31,38,94720,4,10906,14390,31368,71761
4047,25,0,72,94303,3,11127,23535,41791,3754
4048,43,17,82,94114,1,12956,17100,32746,54484
4049,27,2,48,90049,2,14367,13090,26271,30255
4050,54,28,82,94122,4,13478,14600,36287,13104
4051,53,26,14,94590,2,12844,13342,31960,45034
4052,55,29,162,93105,1,10046,17110,41178,41686
4053,43,19,54,94608,2,12906,18183,33178,17973
4054,35,11,90,94720,2,14576,24363,37070,21229
4055,59,34,64,94116,4,10560,21119,21941,62545
4056,42,18,65,93460,3,12441,24554,19874,28997
4057,51,25,113,91320,2,11228,17002,34837,46112
4058,57,32,38,90740,2,10403,21272,40101,20591
4059,39,15,65,92037,1,11802,22738,32219,18255
4060,53,27,39,91330,4,14497,17165,17727,23861
4061,31,6,174,93023,2,14255,24516,23720,37363
4062,33,3,59,91040,2,14186,15918,25232,21504
4063,38,14,43,95053,2,11139,21880,23584,58905
4064,47,21,24,94108,2,12545,16902,34834,16921
4065,63,39,50,94402,1,11987,14601,18961,9056
4066,44,19,68,94305,1,10856,22087,31283,25877
4067,61,37,61,94122,3,10957,21175,39516,47398
4068,52,28,21,94025,4,12343,18700,37031,25866
4069,59,34,21,95035,2,11376,22117,36043,29306
4070,56,32,31,94596,4,12672,13689,39512,10663
4071,58,33,70,94720,4,10305,24501,34627,70189
4072,30,6,25,94304,3,11299,17373,44611,8545
4073,42,17,78,92521,1,13085,17674,40333,38273
4074,51,27,19,92120,1,13757,16357,29342,73477
4075,60,35,23,94608,1,10463,16959,18738,5587
4076,30,4,40,90601,4,11991,16187,20635,31582
4077,49,23,22,92220,1,12335,20528,39582,35383
4078,26,0,71,92093,4,10938,15056,34492,49206
4079,36,12,58,91320,1,12090,13563,21356,21274
4080,65,40,75,90036,3,10658,16343,23788,57042
4081,27,0,40,90068,1,12713,18257,44939,37669
4082,60,35,155,92521,1,14557,22630,24638,60307
4083,32,6,83,90036,4,13364,20322,16434,15302
4084,46,20,99,94302,3,11138,13595,27900,71665
4085,60,36,59,94124,1,12400,17171,35123,15096
4086,28,2,53,94609,3,11341,22813,36589,64212
4087,50,26,11,93106,4,11275,24863,41231,38370
4088,52,28,179,94583,4,10937,16596,16259,28419
4089,29,-1,71,94801,2,13580,17035,25585,23265
4090,30,4,85,94234,4,11832,24904,26376,51543
4091,42,18,49,92717,3,14370,15304,30373,48789
4092,32,6,122,94025,2,11995,13706,38002,55988
4093,40,15,171,94539,2,12860,12885,21287,54696
4094,49,24,138,93111,2,12306,21121,38017,6018
4095,53,23,8,95616,4,14540,15908,21929,20253
4096,42,17,59,94105,4,13980,13534,22791,50934
4097,38,14,49,90740,3,13444,12776,21118,37095
4098,60,34,92,95670,2,10605,21448,31554,66057
4099,27,3,75,90032,4,13162,13534,39772,6291
4100,61,35,60,92831,1,12856,19262,23180,44583
4101,27,2,41,90254,2,13437,23364,16502,20492
4102,45,21,40,93460,3,11818,17267,38337,4208
4103,41,16,81,94305,2,12748,17680,42440,64127
4104,44,20,52,94143,1,11866,18009,34919,4680
4105,38,14,25,95616,4,14105,20224,30373,74964
4106,39,15,139,91801,1,13260,19030,23312,51066
4107,48,22,54,93106,1,14525,23735,17915,69617
4108,47,22,81,94123,1,10963,23926,32617,68088
4109,64,39,73,94025,3,12122,24268,26397,71813
4110,27,0,30,93107,4,13801,24850,35923,55341
4111,66,41,59,95617,3,14806,21764,41856,66421
4112,43,17,21,95351,3,14240,20062,41515,35194
4113,34,9,65,95014,3,10860,24519,44227,38557
4114,28,2,41,93118,3,10186,18506,25975,58712
4115,52,28,52,92126,4,13827,23924,21768,59165
4116,45,20,84,94131,4,12863,24156,43242,4365
4117,24,-2,135,90065,2,12538,20875,30952,59403
4118,39,14,18,92037,4,12619,17163,44639,25487
4119,40,16,34,93561,1,14718,22640,42435,26994
4120,30,5,85,92624,4,13549,19988,18737,33029
4121,49,23,23,94080,1,10617,20816,23030,30488
4122,53,27,65,91711,4,13538,15843,44997,2971
4123,56,30,195,90089,1,12649,13911,18082,20686
4124,50,24,40,93460,4,14687,23722,19605,36071
4125,53,29,141,90064,2,10184,23746,43621,58187
4126,60,34,95,94104,2,12242,20163,41304,43752
4127,58,33,23,90095,3,14787,13049,33829,65789
4128,43,19,82,95758,2,13786,18772,39461,26907
4129,46,21,53,93555,4,13164,15918,37546,24025
4130,29,3,10,91320,4,13715,20773,22343,60867
4131,56,30,75,91910,1,10581,16272,27327,8642
4132,48,23,23,94534,4,11052,18221,42356,57053
4133,61,36,133,90266,1,10151,15048,36470,23917
4134,41,17,129,94720,1,12777,17511,22488,3578
4135,35,11,85,92154,4,14091,20932,29790,49156
4136,48,23,168,95929,2,14542,13046,26153,48634
4137,43,19,83,92691,4,11293,21844,31917,59843
4138,37,12,52,93943,2,14470,23402,33775,45101
4139,47,22,114,95819,1,10489,22175,23708,23695
4140,29,3,81,95827,1,12528,12563,18219,38624
4141,63,38,32,94015,1,10158,18269,34319,61401
4142,43,19,63,94118,3,13420,18359,31974,24289
4143,57,32,70,90024,3,12659,17112,19519,46161
4144,55,31,20,94720,2,13424,17888,35532,3640
4145,47,23,138,91367,2,11771,24397,31549,37777
4146,58,34,63,94305,4,13755,17216,17810,8379
4147,53,28,85,95814,1,10765,18986,39859,64945
4148,59,35,180,96008,2,12846,15041,25777,49861
4149,46,22,80,95747,4,14007,24680,39180,55066
4150,41,15,53,93106,1,12050,16599,27651,45887
4151,46,20,72,92009,2,13012,13493,44692,25826
4152,44,18,123,95841,3,11178,18839,23736,26596
4153,44,18,91,91361,2,10372,12913,33170,74702
4154,50,26,148,94608,2,13691,15063,44584,7759
4155,51,25,163,94305,2,14376,14779,17686,58186
4156,55,30,28,90291,4,13312,17202,28165,21680
4157,37,12,193,92780,1,11803,20569,43722,40812
4158,34,10,22,94545,3,12978,23494,24472,10836
4159,59,34,74,92780,4,11955,24665,21103,51867
4160,45,20,70,94305,4,10057,20219,24582,7194
4161,30,4,11,95054,1,10438,23000,31206,25228
4162,32,8,61,94703,3,14289,22800,16140,20542
4163,61,37,41,94704,1,10710,15428,16255,19560
4164,54,28,108,94110,4,13101,21886,21760,15128
4165,35,10,23,90058,4,14550,24842,16314,33664
4166,63,38,135,91768,2,10609,21180,42951,74597
4167,66,40,30,95133,2,11818,18948,22708,74641
4168,48,24,144,94025,4,12279,22380,28890,34306
4169,60,34,139,95020,4,10700,22179,22487,42607
4170,41,17,143,90059,2,11801,13435,27610,6318
4171,31,7,44,93561,1,12542,13139,37905,34623
4172,58,31,49,94521,4,10375,22395,15729,32377
4173,67,42,75,90041,4,11937,24733,42619,73911
4174,35,9,43,93943,2,13019,12685,19586,14861
4175,40,14,59,91335,3,11518,13035,42228,33108
4176,42,17,154,93955,3,11605,13699,40206,44864
4177,44,18,75,95131,1,14332,21521,15678,15294
4178,47,23,75,93106,1,13831,22716,30073,55413
4179,59,35,88,91311,2,11621,23389,39236,13448
4180,29,3,91,94122,1,10428,13911,41236,22093
4181,36,6,11,92008,1,13457,13014,19542,40003
4182,47,22,22,90024,1,10689,22218,19961,72555
4183,55,29,49,92691,2,14126,17489,19882,55278
4184,41,17,140,94542,1,12401,16228,22656,26919
4185,51,25,99,90277,2,12450,24420,20184,10298
4186,26,2,82,91950,2,14586,15211,39290,74598
4187,33,9,10,90005,4,12692,22836,22437,70537
4188,30,5,109,94305,4,13278,21390,42452,23958
4189,30,4,45,90041,4,14167,20683,15760,27146
4190,45,19,93,91116,2,11930,15110,40634,38258
4191,40,16,89,95814,3,13842,18505,24651,56178
4192,42,15,39,91711,3,11701,14528,24503,41964
4193,50,26,21,91768,1,11543,14344,26182,30020
4194,62,37,31,95008,3,14889,23121,17883,74069
4195,63,37,31,95819,1,11962,18942,21310,3918
4196,43,19,52,95054,4,14421,18760,39909,52730
4197,49,25,13,95814,1,12708,17241,30886,6115
4198,51,25,21,90840,2,12713,22436,20823,13388
4199,61,36,50,96003,4,11539,21969,37373,8084
4200,43,19,81,90630,4,11124,12881,30886,74737
4201,43,19,74,94035,4,10548,23971,24286,17460
4202,61,36,89,93109,3,12844,13108,40871,35298
4203,35,9,82,95064,3,12321,22630,39726,63450
4204,59,33,88,93106,4,13672,17450,20088,65374
4205,40,16,61,91711,3,10434,16332,16728,32460
4206,61,36,139,95133,2,14940,20921,43262,58545
4207,48,23,29,93711,1,14284,13951,31333,73299
4208,37,11,51,93305,3,11691,19135,21083,26852
4209,56,32,58,95064,1,14542,18775,32242,47746
4210,35,9,21,91125,2,12275,14608,34395,25023
4211,35,8,43,95819,2,13836,23432,37121,68943
4212,40,16,104,94301,2,13292,17806,15531,10422
4213,50,23,9,94109,1,11730,15082,28481,46895
4214,49,25,39,91125,3,13397,21923,32457,19592
4215,46,22,89,94303,1,10494,19922,20914,25442
4216,64,40,21,94028,2,10869,19133,34508,43702
4217,60,35,173,90059,3,13284,18755,44399,9611
4218,45,21,29,95051,1,12310,21193,36808,6216
4219,52,27,43,94005,4,14299,19739,33515,46888
4220,58,34,30,90066,3,12837,20149,21125,49325
4221,54,30,39,94806,4,11883,23652,27024,65788
4222,48,22,83,90028,2,12890,13850,36004,42659
4223,51,25,58,93106,3,13655,23075,21698,13329
4224,53,26,8,94709,1,12402,21238,27542,4729
4225,57,27,39,95929,3,14068,22590,33614,56034
4226,43,18,204,91902,2,12763,17179,21190,47559
4227,37,13,45,94591,1,10885,22345,30408,62654
4228,32,7,111,90277,1,14426,20316,19091,42699
4229,34,10,83,95060,2,10103,19613,40932,56288
4230,54,24,83,94596,1,13325,18046,28412,59851
4231,62,36,115,92093,2,13729,17799,20335,27123
4232,56,32,60,93106,1,10751,16143,18659,70293
4233,39,15,53,94116,1,14613,14172,24599,3894
4234,32,7,134,95929,2,11166,22312,36732,56008
4235,50,24,91,93555,1,10191,15125,41284,60675
4236,27,1,91,92173,2,13368,17683,38583,22506
4237,37,12,128,91342,2,11530,14901,17623,41264
4238,60,34,78,90401,3,11730,21251,42862,25618
4239,43,19,161,92093,2,11698,14941,30343,12090
4240,62,36,60,92182,3,13203,12740,23686,63934
4241,39,14,161,95064,1,12968,22071,29094,13134
4242,34,9,40,95054,4,13597,12955,17778,60228
4243,46,21,68,94720,1,10182,22327,31343,35763
4244,46,22,74,94550,3,10335,16739,35670,54295
4245,51,26,55,92121,3,13337,13703,27998,54833
4246,44,20,145,90630,1,11485,13425,27602,19335
4247,60,35,24,94920,1,13881,18638,22383,55903
4248,65,39,10,90210,1,13970,13974,27925,54547
4249,58,33,138,90720,2,12649,18092,24124,36518
4250,37,12,63,91942,4,12670,18893,32748,60735
4251,52,28,54,90041,4,13855,22537,15923,6797
4252,42,16,62,95064,3,12530,18974,35866,14300
4253,54,29,81,91107,1,11266,17781,21243,22405
4254,54,28,61,90601,3,10239,12807,40638,72767
4255,51,27,68,91711,1,13936,22606,26427,21061
4256,59,35,78,90095,2,10847,24717,42721,26004
4257,41,17,165,91311,2,12478,19269,44004,44219
4258,43,17,48,95762,3,12337,22889,41457,3263
4259,52,26,155,92660,3,10628,15066,43492,7179
4260,52,26,158,94920,2,12531,17413,44724,41785
4261,57,31,52,94105,1,14211,13850,44890,19785
4262,53,28,18,92507,4,14299,13205,17185,34231
4263,58,33,42,92093,4,11719,14440,32118,42147
4264,59,33,18,94542,2,11237,24336,35935,19972
4265,57,31,40,94304,2,11856,23192,21569,73099
4266,27,2,44,93943,4,10357,18378,36307,14960
4267,42,16,11,94015,1,12768,22561,32416,34571
4268,52,26,194,91902,2,14767,21785,35909,52663
4269,49,23,108,95616,2,10667,18251,23585,6490
4270,47,23,12,92518,4,13466,16687,33291,16894
4271,45,19,19,93117,3,14402,17045,28993,63193
4272,25,1,150,92507,1,10610,14733,34687,53249
4273,47,22,89,92647,4,13436,22241,24558,38640
4274,44,19,83,95812,2,10569,21208,34131,46165
4275,30,3,79,91380,4,10357,16828,28144,65538
4276,63,38,102,95616,4,10801,20419,38530,53540
4277,50,24,155,92717,1,12182,19792,26385,31580
4278,40,16,138,92612,1,11602,17890,19830,39245
4279,56,31,51,92028,3,11500,24489,34107,16164
4280,39,15,80,94608,2,12732,20293,27559,71587
4281,42,18,135,95136,2,11418,20412,35876,63153
4282,28,1,34,94949,4,13363,22006,41901,36132
4283,26,0,195,92093,3,14627,20444,38758,41364
4284,58,32,62,91320,3,10875,13115,28368,40960
4285,38,13,173,94305,2,10120,14753,42286,43415
4286,23,-3,149,93555,2,14396,21872,42051,21444
4287,53,29,20,93955,1,11748,17675,20983,12088
4288,54,28,42,95207,4,12195,19255,38371,2578
4289,42,17,28,94010,1,14946,17021,26902,61969
4290,54,28,95,90254,1,13947,18873,38332,71696
4291,66,42,95,94596,2,10644,14869,30271,39427
4292,46,21,34,90034,1,10400,14825,43060,28751
4293,63,37,191,94131,2,13361,18666,31556,47882
4294,63,38,41,90034,2,12116,17983,25115,14338
4295,58,34,150,92110,1,10949,23363,25186,7039
4296,65,41,91,91360,2,11100,14194,42978,60849
4297,35,9,84,94709,4,12313,24753,18348,29990
4298,33,9,73,92110,4,14326,23232,20844,26003
4299,43,19,122,93106,1,11691,13909,21387,65131
4300,30,5,73,90065,1,11336,20626,34105,39498
4301,61,37,20,95973,2,10770,17619,24839,72753
4302,49,24,130,92677,4,11334,22918,26049,48584
4303,52,27,85,92037,3,11236,20681,30682,18312
4304,45,21,134,94550,2,12938,14898,27450,26843
4305,64,39,98,95678,3,12977,17566,37049,24058
4306,26,1,54,91709,2,11088,22261,27182,67542
4307,35,11,41,92123,3,13815,14478,18352,5042
4308,45,19,128,94928,4,14651,13098,38014,59287
4309,44,20,132,94115,3,13546,24960,19827,66472
4310,34,8,188,94025,1,10878,21685,35825,24437
4311,65,41,170,94143,4,13384,14907,15532,26713
4312,32,8,14,90034,3,12983,22550,21340,8723
4313,41,15,93,95616,1,10570,19682,31952,14757
4314,52,28,79,94596,1,12399,22004,18867,40351
4315,35,9,79,94305,4,10386,14748,39352,9992
4316,51,26,62,90024,4,11305,21331,17217,45509
4317,30,6,95,91950,2,13780,24878,22735,22780
4318,58,33,60,92672,4,13521,13400,43211,8373
4319,49,23,75,92374,1,10102,13929,41351,24056
4320,63,38,85,91320,4,10791,19762,35622,67431
4321,40,15,143,94801,1,11412,24929,26464,16876
4322,27,0,34,92717,1,13822,23346,22569,11895
4323,38,14,44,91320,2,12660,17916,42832,72515
4324,52,28,31,92008,4,10448,18901,26786,23108
4325,49,24,13,94538,4,11838,12500,28627,60725
4326,59,35,52,95616,4,11155,21895,37381,15876
4327,32,8,42,95136,1,14451,20890,42294,30556
4328,30,4,102,91775,4,11582,24134,19294,18127
4329,64,38,143,95039,2,14223,13891,24630,55880
4330,59,33,10,94063,4,13852,23666,18299,25730
4331,62,37,44,90401,1,13653,17905,23977,46140
4332,61,37,158,94720,2,14770,13820,42865,32819
4333,53,26,12,92672,2,11409,18237,37064,62718
4334,51,26,59,90095,1,12460,21789,17162,45290
4335,55,29,92,92130,1,13802,22192,38792,69934
4336,36,10,82,94542,2,14600,16105,44460,14380
4337,44,19,44,90509,4,13026,14417,22068,53372
4338,26,2,182,93010,2,11278,15137,44267,14198
4339,54,30,121,92121,2,13855,16478,19936,67183
4340,35,11,38,95518,1,14190,24045,35087,3017
4341,34,10,92,90024,2,12309,19738,29885,13926
4342,28,3,53,94305,2,13319,21273,23161,58320
4343,32,7,45,93611,3,11001,15611,33526,35693
4344,38,14,63,95422,1,12759,17546,22619,74513
4345,53,28,181,95051,1,11451,16660,37411,22654
4346,26,1,184,94608,2,12775,16224,22066,47023
4347,45,21,33,94970,3,13562,24340,37291,52775
4348,58,33,22,90024,3,10354,22762,17139,69984
4349,59,33,99,92093,2,12405,22979,22337,29431
4350,45,18,44,90089,3,11475,21004,39402,55855
4351,64,39,101,95134,4,10638,13948,34605,52637
4352,30,3,32,94132,1,14146,13103,32259,62748
4353,40,16,59,94305,4,12916,19472,28382,41109
4354,61,36,25,94015,2,10325,13593,22755,22304
4355,40,16,140,93940,3,12881,14449,40628,12035
4356,40,10,29,94720,1,10593,15846,23495,4471
4357,43,19,35,90630,1,11239,22064,40616,16168
4358,39,14,141,93302,4,13206,21603,31460,53406
4359,35,11,75,92672,4,14595,12712,38705,70812
4360,38,12,58,95054,2,12175,21983,44211,60833
4361,67,43,41,90024,2,12415,13068,36042,64249
4362,55,30,42,93940,2,14380,19740,20274,27023
4363,28,2,55,93940,3,11669,23883,30431,25375
4364,30,4,18,93711,4,11302,16916,26727,45600
4365,59,35,75,92121,4,14216,13020,33778,22344
4366,26,2,85,95020,2,10988,17906,41484,68617
4367,52,28,43,90089,4,12263,13514,20875,57218
4368,40,15,149,90250,2,12500,18451,21609,68988
4369,31,7,25,93943,2,11868,18530,23078,26933
4370,50,25,19,94005,4,14860,17296,44497,74806
4371,27,3,18,93524,1,12956,16190,39423,70095
4372,64,39,13,90024,4,11946,13631,23675,23727
4373,34,10,41,91765,1,12430,14928,30349,25094
4374,30,6,139,94501,1,12441,21219,31832,33876
4375,39,15,62,93955,3,12125,22927,44028,66220
4376,34,10,51,90032,3,10958,14977,21682,23150
4377,40,15,71,93950,3,12281,20319,29900,42838
4378,33,8,145,92507,1,13397,14083,31114,49317
4379,38,12,45,91768,4,14638,19365,31314,33504
4380,42,17,53,93023,4,12100,21941,24624,52082
4381,37,13,64,94105,1,14515,17396,31325,27819
4382,33,8,39,94542,4,12020,16466,31966,72735
4383,60,34,38,92182,3,12560,24728,18544,67736
4384,28,4,85,94709,3,13144,12550,22453,46089
4385,45,20,61,92717,3,12162,18615,40695,23909
4386,56,32,23,94610,1,11435,23605,29908,47276
4387,53,27,122,94305,1,10460,20108,17838,55476
4388,37,12,72,91380,4,10252,15637,41020,67546
4389,47,21,123,90840,1,13069,13993,23647,51725
4390,58,32,40,90057,1,13239,14235,29584,74427
4391,52,26,62,95134,4,11084,14030,36294,10401
4392,46,22,113,94105,2,12410,13346,30821,70618
4393,52,27,81,92634,4,12939,18909,20932,17159
4394,24,0,59,95521,4,10069,13810,24342,28207
4395,57,31,25,94523,2,12603,23247,38795,55429
4396,66,41,25,94720,4,14277,21709,27135,14121
4397,30,5,14,95014,4,14546,21893,33602,59245
4398,48,23,19,90058,1,10411,23367,27875,56418
4399,63,37,61,91942,1,12404,22476,27725,35027
4400,48,23,21,94904,1,14378,19030,32876,21225
4401,34,10,44,94143,1,13331,16903,34741,36784
4402,60,35,42,91902,3,13753,20066,38791,16182
4403,55,25,52,90095,1,14372,13261,40705,71877
4404,50,24,112,92064,1,14794,12568,33452,15729
4405,29,5,34,94301,1,12674,16078,28968,10123
4406,61,35,83,91320,2,10171,22830,19644,68050
4407,50,25,24,95133,4,11949,16741,35088,46807
4408,37,13,71,90755,2,12250,16105,33144,18605
4409,64,40,181,93403,2,10912,14904,33378,72699
4410,43,19,75,91765,4,11252,21412,37089,14416
4411,39,14,153,91614,2,12802,20510,21576,15804
4412,23,-2,75,90291,2,13850,16912,40427,48108
4413,34,10,19,91711,4,11781,22120,17113,51590
4414,29,2,31,91775,4,14271,14785,19925,73963
4415,33,8,178,94720,3,12806,18281,42193,47836
4416,60,35,65,90245,2,13522,15365,23875,17160
4417,49,25,8,94720,1,10341,21519,34470,32226
4418,54,28,92,92374,2,13483,19809,37955,44207
4419,59,34,145,95125,4,12205,22857,20111,67257
4420,42,17,85,93065,1,12600,24051,40160,15228
4421,62,38,149,92130,1,12596,14644,44622,64650
4422,63,38,9,94707,4,11417,18838,40580,56588
4423,57,31,164,94607,2,10198,20315,19517,39647
4424,61,36,40,95816,3,14886,15593,27822,43702
4425,35,10,54,93943,1,13955,14572,32515,42292
4426,26,0,164,95973,2,14095,15176,24740,12845
4427,33,8,140,95814,1,10943,16562,36619,62651
4428,31,7,18,91711,1,12949,22183,26373,66235
4429,51,27,12,95818,4,14398,21726,17893,54171
4430,55,29,140,94720,2,12145,20611,15762,15156
4431,38,12,24,94588,2,13931,18715,24815,63578
4432,38,12,60,92806,2,13397,14823,40868,48672
4433,53,27,50,92660,2,11735,12815,21044,35093
4434,62,38,44,92612,1,14946,22195,30796,3239
4435,35,9,51,94596,4,14957,18369,39213,8439
4436,46,21,34,90840,2,14331,14237,32489,64569
4437,60,35,33,90095,2,13591,13578,38558,61051
4438,63,38,63,92507,2,11980,15907,18994,64278
4439,43,18,22,90025,2,10460,14082,29777,22426
4440,33,7,104,94542,2,13231,20559,32707,66864
4441,43,19,75,90041,3,13843,17610,42197,23368
4442,62,36,75,92709,2,14835,15424,22153,73615
4443,48,23,62,91367,4,12847,13898,39296,32397
4444,38,14,48,90034,1,13078,20491,40441,39057
4445,36,10,73,95035,2,10069,19547,37381,32880
4446,49,25,135,90064,2,14405,19840,28466,55766
4447,61,35,61,92177,3,12493,20382,35673,32458
4448,49,22,78,95616,3,13587,13504,23676,25222
4449,59,34,40,94102,3,10201,13872,39364,24467
4450,30,6,44,95211,1,11135,17448,32580,51289
4451,44,20,45,94111,2,13543,20554,21172,59401
4452,67,41,18,92130,2,13064,17819,32768,57351
4453,59,35,53,90035,4,13957,20504,34762,35143
4454,37,11,11,94112,3,11371,13445,38574,50521
4455,50,24,38,94143,3,10284,18696,15756,42968
4456,56,31,28,94040,1,14550,22466,27211,3433
4457,29,3,35,94040,2,12859,22737,33400,60599
